连同刚才那一碗，他一共吃了三碗。	他连同刚才那一碗一共吃了三碗。
这个国家的政府，一方面谴责美国对伊拉克的军事占领，另一方面又主动向美国控制下的伊拉克临时管理委员会示好。	这个国家的政府，谴责美国对伊拉克的军事占领，又主动向美国控制下的伊拉克临时管理委员会示好。
衣服难看死了。	衣服丑死了。
她的笑便渐渐少了。	她渐渐不笑了。
有人由于不讲逻辑，因此对别人不合逻辑的言论，不但不能觉察它的荒谬，反而随声附和，人云亦云。	有人不讲逻辑，对别人不合逻辑的言论，不能觉察它的荒谬，反而随声附和，人云亦云。
我写信写了一个晚上。	一个晚上我都在写信。
她看花了眼睛。	眼睛都被她看花了。
门给风吹开了。	风吹开了门。
吃一点是一点。	能吃多少是多少。
这件事没有商量头儿，你们必须照办。	这件事不用商量，你们必须照办。
我一定把驾驶执照考下来，只要你给我时间。	如果你给我时间，我一定把驾驶执照考下来。
我妈妈姓冯，我爸爸也姓冯。	我爸爸、妈妈都姓冯。
如果是一个贪图财物享受的人，他就不会天天把自己关在书斋里做学问了。	若是一个贪图财物享受的人，那么他不会天天把自己关在书斋里做学问了。
我派他去北京。	派他去北京的是我。
他曾经长期不上班。	曾经他长期不上班。
你走你的阳关道，我走我的独木桥。	我走我的阳关道，你走你的独木桥。
难道你有钱没地方花吗？	你有钱没地方花吗？
这事叫你说着了。	这是被你说着了。
我国在这一方面的法律规定与贵国的法律规定相同。	这一方面的法律规定我国与贵国相同。
最近，妈妈一直被失眠所困扰。	最近，妈妈一直为失眠所困扰。
喝酒不开车，开车不喝酒！	喝酒之后不要开车，开车之前不要喝酒！
不死也脱层皮。	即使不死也脱层皮。
他送了汪老师一张贺卡。	汪老师有一张贺卡是他送的。
在困难面前，或者当个懦弱的逃兵，或者做个勇猛的战士。	在困难面前，要么当个懦弱的逃兵，要么做个勇猛的战士。
这封信写了我一个晚上。	我用了一个晚上来写这封信。
杯子被他打破了。	他把杯子打碎了。
他暧昧地瞅了小红一眼。	他用暧昧的眼神瞅了小红一眼。
那首歌学了我一个星期。	我一个星期才学会了那首歌。
这个公园逛了我们一个下午。	我们逛了这个公园一下午。
她把每间屋子都打扫了一遍。	她打扫了每间屋子。
他这个人就知道吃。	他这个人除了知道吃以外其他什么都不知道。
路上有许多人在赶路。	许多人在路上赶路。
师傅比我更懂得如何做人。	在如何做人上我比师父懂的少。
没有喝完的半杯水。	还有半杯水没有喝完。
改革开放的热潮一浪高过一浪。	改革开放的热潮一浪比一浪高。
小孩吃光了苹果。	小孩把苹果吃光了。
让了一个座位给老人。	让给了老人一个座位。
她的笑便渐渐少了。	她渐渐变得不快乐了。
他有的是书。	他有书。
每个符号对应一种意义，两个或几个符号的意义相同，或一个符号表示几种意义的情况不存在。	每个符号对应一种意义，两个或几个符号的意义相同，即一个符号表示几种意义的情况不存在。
我借给了小王两本小说。	两本小说被我借给了小王。
那个瓜不重。	那个瓜有点轻。
他这个人没个正经的。	他这个人从不正经。
她送了我很多礼物。	她送了很多礼物给我。
宁可血战到底，也不放弃每一寸阵地。	宁肯血战到底，也不放弃每一寸阵地。
他买了王教授一本书。	他买了王教授的书。
屋子前面有一口井。	一口井在屋子前面。
刚一进门，我就发现今天的气氛不太一样。	我刚一进门，就发现今天的气氛不太一样。
丽丽哭红了眼睛。	丽丽的眼睛哭红了。
不久，被雷劈中的那棵大树又长出了嫩绿的新芽。	被雷劈中后不久，那棵大树又长出了嫩绿的新芽。
衣服难看死了。	衣服一点都不好看。
有劲没处使。	有劲没地方使。
他们这些捏笔杆子的也会种庄稼。	他们这些捏杆子的也会摆弄庄稼。
你陪我去趟佛山吧。	你跟我去趟佛山吧。
美死了！	心里真美呀！
首先于一九四零年十月间重开浈缅路，接着派了一些在敦刻尔克撤退下来的残兵败将来中国学习游击战。	先于一九四零年十月间重开浈缅路，然后派了一些在敦刻尔克撤退下来的残兵败将来中国学习游击战。
小赵没一米八高。	小赵身高不到一米八。
他不比你强多少。	他不比你强。
我们就去帮他的忙。	我们帮他的忙。
古人管眼睛叫目。	眼睛被古人称作目。
为这件事，我们都很高兴。	我们因为这件事都很高兴。
考试是手段，而不是目的。	考试只是手段，不是目的。
杯子是半满的。	杯子有一半满。
你走你的阳关道，我走我的独木桥。	我走我的独木桥，你走你的阳关道。
小王被领导批评了。	领导批评小王了。
我借给了小王两本小说。	小王从我这里拿了两本小说。
没你这么问的。	你这么问不对。
他玩起来没个完。	他玩起来没个度。
我写信写了一个晚上。	这封信要写我一个晚上。
杯子是半满的。	杯子被装满了一半。
他一边上学，一边打工挣学费。	他既上学，又打工挣学费。
下课了没有？	下课了？
下雨的时候，这一切美景都被烟雨迷雾笼罩。	下雨的时候，烟雨迷雾笼罩着这一切美景。
你们明天去春游，是不是？	你们明天去春游，是不？
我看电影看了八十块钱。	这电影看了我八十块钱。
你是来帮忙的，还是来起哄的？	你是来起哄的，还是来帮忙的？
总务处长邀请各年级学生代表就学校的伙食问题与管理部门进行对话。	各年级学生代表被总务处长邀请，就学校的伙食问题与管理部门进行对话。
别人都走了，你怎么还不走？	别人都走了，怎么你还不走？
我派他去北京。	被我派去北京的是他。
他被批评了一顿。	批评了他一顿。
这车进口的。	这车是进口的。
不知不觉我学会了广州话，而且说的还不错。	我不知不觉学会了广州话，而且说的还不错。
因为一点小矛盾，彼此就不再来往了。	彼此因为一点小矛盾就不再来往了。
你没把鱼缸清理干净。	鱼缸没被你清理干净。
钢笔写坏了。	钢笔用坏了。
这个问题让人说滥了。	这个问题被人说烂了。
从这里走比较近。	从这里走近些。
她用的护肤品和你一样高档。	你用的护肤品很高档，她用的也很高档。
丽丽哭红了眼睛。	丽丽的眼睛都哭红了。
冬至以来，这里不是下雨就是下雪。	冬至以来，这里要么下雨，要么下雪。
小明在家务上给妈妈帮了不少忙。	在家务上小明给妈妈帮了很多忙。
兄弟两个谁也不服谁。	兄弟两个相互之间都不服气。
雷锋精神不但没有过时，而且永远不会过时。	雷锋精神永远都不会过时。
你扮演我们的交通员，让敌人抓住了。	敌人抓住了你扮演的交通员。
这幅画花了我一个多月。	我用了一个月的时间画这幅画。
他一次会议都没参加。	他没有参加一次会议。
他这个人就知道吃。	他这个人只知道吃。
对手被我们打败。	我们战胜对手。
老市长拿起手笔在铺开的宣纸上题写了几个大字。	在铺开的宣纸上老市长拿起手笔题写了几个大字。
离城不远。	离城很近。
有你的电视看。	少不了你的电视看。
缺不了你的钱花。	少不了你花的钱。
他的身体不如从前硬朗了。	他的身体没有从前硬朗了。
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	风的速度遇到防护林就减少了百分之七十到八十。到了距离为林木高度二十倍的地方，风速又恢复原来的强度。故防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。
她洗净了一件衣服。	一件衣服被她洗净了。
他吧，从小就爱看小说。	他从小就爱看小说。
每次出差回来都给她带礼物，要不然就一定给你脸子看。	如果出差回来不给她带礼物，她一定会给你脸子看。
唯有加深了解，才能相互信任与合作。	除非加深了解，才能相互信任与合作。
她的认真感动了我们。	她的认真把我们感动了。
他教我们化学。	他是我们的化学老师。
句句都说到了我的心窝里。	每句都说到了我的心窝里。
吃了这剂药，过两天就会好的。	把这剂药吃了，过两天就会好的。
烦死了！	好烦啊！
这让他没了面子，而且还给他带来了不小的经济损失。	这让他没了面子，甚至给他带来了不小的经济损失。
处处我都检查过了。	我把每处都检查了。
大师傅已经做好了可口的饭菜。	可口的饭菜已经被大师傅做好了。
她的厨艺怎么样？	她做饭的水平怎么样？
如果是一个贪图财物享受的人，他就不会天天把自己关在书斋里做学问了。	若是一个贪图财物享受的人，他就不会天天把自己关在书斋里做学问了。
我要有外心，立刻就化成灰，叫万人践踹。	如果我有外心，就立刻化成灰，被万人践踏。
小明打碎了一个杯子。	一个杯子被小明打碎了。
年轻时我也漂亮过。	最漂亮的是年轻时候。
她坚决不去，除非你陪她去。	除非你陪她去，她坚决不去。
他已经通知了所有人。	他已经告诉了所有人。
他们家常常出去旅游。	他们家经常出去旅游。
这次活动与其说是在培养孩子们吃苦精神，还不如说是给他们一次体验集体生活的机会。	这次活动与其说是在培养孩子们吃苦精神，倒不如说是给他们一次体验集体生活的机会。
这是他们吃饭的时候。	这是他们吃饭的点。
他爸爸嘛，从早到晚都不沾家。	从早到晚他爸爸都不在家。
我曾经帮这位教授整理过稿子。	这位教授的稿子我帮着整理过。
他抢了我一张邮票。	他抢了一张属于我的邮票。
屋里连一个人也没有。	屋里没有一个人。
冬至以来，这里不是下雨就是下雪。	冬至以来，这里不是下雪就是下雨。
老王也许现在已经知道这件事了。	老王现在也许已经知道这件事了。
我冲着他笑了笑，然后继续唱歌。	我冲着他笑了笑，接着继续唱歌。
她把每间屋子都打扫了一遍。	每间屋子都被她打扫了一遍。
他这个人没个正经的。	他这个人不正经。
那些荔枝他吃了不少。	他吃了不少荔枝。
人人都看见她了。	没有人没看见他。
毕业后，要么读研，要么出国留学。	毕业后，不是出国留学，就是读研。
她喜欢大的。	大的他都喜欢。
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不光可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。
这下子把我们所有人都吓傻了，那个叫五哥的鼓手，甚至还当场哭出了声。	这下子把我们所有人都吓傻了，那个叫五哥的鼓手，更是当场哭出了声。
再给你我拿瓶啤酒！	再给咱俩拿瓶啤酒！
用用就知道。	用了就知道。
她洗净了一件衣服。	她把那件衣服洗干净了。
我屏住丹田，双腿来个蛤蟆跳。	我屏住丹田，来个蛤蟆跳。
老人家身板很硬朗。	老人家身体很好。
下课后，大伙有的在踢毽子，有的在打乒乓球，还有的在跑步，都在积极的锻炼身体。	下课后，大伙有的在打乒乓球，有的在跑步，还有的在踢毽子，都在积极的锻炼身体。
你忘了？	你难道忘了？
可把我给吓坏了！	把我吓坏了！
他花光了钱。	他把钱花得一分不剩。
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	因为风的速度遇到防护林就减少了百分之七十到八十，但是到了距离为林木高度二十倍的地方，风速又恢复原来的强度。因此防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。
冲出去。	往外冲。
他买了王教授一本书。	他买了一本书。
他北京话说的很好？	北京话他说的很好？
我拿了汪老师一本书。	汪老师的一本书被我拿了。
这下子把我们所有人都吓傻了，那个叫五哥的鼓手，甚至还当场哭出了声。	这下子把我们所有人都吓傻了，甚至那个叫五哥的鼓手还当场哭出了声。
当然是选择原谅她啊。	肯定选择原谅她。
她上次来姥姥家过暑假的时候，还是个小学生呢。	上次她来姥姥家过暑假时，还是个小学生。
这儿的网速比家里快。	家里的网速没这儿快。
我和老李一起完成了任务。	我和老李共同完成了任务。
我借给了小王两本小说。	小王借了我两本小说。
实际上，当地政府多年来对市场别说干预，连辅助性的行为都很少。	实际上，别说干预，当地政府多年来对市场的辅助性行为都很少。
任凭风吹浪打，都毫不动摇。	无论风吹浪打，都毫不动摇。
任凭风吹浪打，都毫不动摇。	不管风吹浪打，都毫不动摇。
他刚才是在这儿来着。	他刚才在这儿。
他们厂上个月从欧洲购进了一批先进的设备。	他们厂上个月购进了一批来自欧洲的先进设备。
那只凶恶的老虎被武松打死了。	武松打死那只凶恶的老虎。
非说不可。	必须说。
这种巧克力酒心的。	这种巧克力是酒心的。
衣服难看死了。	难看死了这件衣服。
噢，我来这儿搞个采访。	我来这采访。
老王也许现在已经知道这件事了。	可能老王现在已经知道这件事了。
许多人宁愿花几百块钱去吃一顿饭，也不愿意花十几块钱买一本书。	许多人相比花十几块钱买一本书来说，更愿意花几百块钱去吃一顿饭。
你要包子，油条，还是煎饼呢？	你要油条、煎饼，还是包子？
在我洗澡的时候，他在看电视。	当他在看电视的时候，我在洗澡。
他走坏了一双鞋。	他把一双鞋走坏了。
尽管他赢得了冠军，可是没有赢得人们的尊重。	虽然他赢得了冠军，但是没有赢得人们的尊重。
难道你有钱没地方花吗？	难道你钱多的没地方花吗？
我始终坚持认为，雷锋精神不但没有过时，而且永远不会过时。	我始终坚持认为，雷锋精神现在和以后都不会过时。
约翰给玛丽拿了一本书。	玛丽从约翰那里拿了一本书。
塑料不腐烂分解是一大长处，因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体。	塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体，故塑料不腐烂分解是一大长处。
跑得他浑身都是汗。	他浑身跑得都是汗。
老神仙给了人参娃娃一个宝葫芦。	老神仙把一个宝葫芦给了人参娃娃。
我修电脑修了五百块钱。	我修电脑花了五百块钱。
他有的是力气。	他力气很大。
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	那个高个子肯定是乙班的，但是我想不起他的名字了。
笼屉里冒着热气。	热气从笼屉里冒出来。
你还讲不讲理了？	你讲不讲理？
那棵树圆叶子。	那棵树叶子是圆的。
他犯了一点错误。	他犯了错误。
对方的后卫把球踢进了自家的球门。	把球踢进自家球门的是对方的后卫。
关山月，广东阳江人。	关山月的出生地是广东阳江。
没留下一点后遗症。	一点后遗症都没留下。
唐代有个诗人。这个诗人叫李白。	唐代有个叫李白的诗人。
他染黄了头发。	头发被他染黄了。
一旦有机会，就要全力以赴。	如果有机会，就要全力以赴。
这封信写了我一个晚上。	这封信我写了一个晚上。
她用的护肤品和你一样高档。	她用的护肤品和你的一样，都很高档。
老太太的情绪不稳定。	老太太的情绪时好时坏。
小红哭湿了枕头。	小红把枕头都哭湿了。
大海上没有波浪。	大海上没有浪花。
我们都觉得你的心态越来越年轻了。	我们都认为你的心态越来越年轻了。
他一路上没说话。	一路上他都没说话。
他有的是书。	他有很多书。
他朝大山的方向走去。	他走过去的方向朝着大山。
他四天没上课。	四天他都没上课。
我给了她一只笔。	他的笔是我给的。
缺不了你的钱花。	缺不了你花的钱。
吃一点是一点。	吃一口是一口。
我已经很久没有亲自开汽车啦。	我已经很久没有自己开汽车啦。
毕业后，要么读研，要么出国留学。	毕业后，不读研，就出国留学。
花猫逮住了一只耗子。	花猫抓住了一只耗子。
他已经通知了所有人。	所有人都已经通知到了。
人人都知道这件事。	这件事谁都知道。
这碗汤喝了我一头汗。	这碗汤喝得我出了一头汗
奶酪被老鼠咬了一个角。	老鼠把奶酪咬了一个角。
老李大概现在正在看报呢。	估计老李现在正在看报呢。
那今晚我请你去看电影好了，只是不知道你的女朋友会不会介意。	那今晚我请你去看电影好了，只是你的女朋友会介意不？
他毕竟是一个孩子。	他最终还是一个孩子。
那幢楼高不了。	那幢楼矮。
我今天的报还没有看呢。	我还没看今天的报纸。
倘若来不及逃跑，它就会使出装死的伎俩。	倘若来不及逃跑，它便会使出装死的伎俩。
不管我们如何好说歹说，他却仍然是无动于衷。	不管我们怎么好说歹说，他总是无动于衷。
忙得我团团转。	我忙得团团转。
算是罚我个包揽闲事。	包揽这个闲事算是罚我。
不知道这句话是谁说的，不过，这并不重要。	这句话是谁说的并不重要。
中国不首先使用核武器，不管是面临核威胁或者是面临核讹诈。	无论是面临核威胁还是面临核讹诈，中国不首先使用核武器。
小心地滑。	小心，地很滑。
他一边上学，一边打工挣学费。	他一面上学，一面打工挣学费。
大海上没有波浪。	大海上没有波涛。
他染黄了头发。	他把头发染黄了。
小明跟爸爸一起去看电影。	小明和爸爸一起去看电影。
我妈妈姓冯，我爸爸也姓冯。	我父母都姓冯。
狗打死了。	狗被打死了。
这一次，投资者仅仅是“有望收回成本”，换句话说，很可能赔本！	这一次，投资者仅仅是“有望收回成本”，即很可能赔本！
这位刘先生，他是个有钱人。	刘先生有钱。
明天晴天。	明天有太阳。
任凭风吹浪打，都毫不动摇。	不管风吹浪打，总是毫不动摇。
昨天监狱里跑了一个犯人。	昨天一个犯人从监狱里跑了。
这位刘先生，他是个有钱人。	这位刘先生有钱。
我写信写了一个晚上。	这封让我写了一晚上的信。
我们在哪些地方做的不对，或者不够令人满意？	哪些地方我们做的不对，或者不够令人满意？
这个计划没有一点问题。	这个计划有问题。
我们选她做生活委员。	她被我们选来做生活委员。
办成一件事得跑两三趟。	办成一件事要跑两三趟。
这个人办起事来，别提多啰嗦了。	这个人办事太啰嗦了。
你现在这样的成绩，说实话，很难拿到奖学金。	说实话，你现在这样的成绩，很难拿到奖学金。
新的已经卖完了。	新的都被卖完了。
我跟她一样，是南方人。	我和她都是南方人。
这段描写固然有些夸张，但我国古代宝刀宝剑之锋利，却非虚传。	这段描写固然有些夸张，但我国古代宝刀宝剑之锋利绝对不是虚传。
把黑板擦擦。	擦擦黑板。
我一定把驾驶执照考下来，只要你给我时间。	你给我时间，我就一定把驾驶执照考下来。
我们这儿冬天没有武汉冷。	我们这儿冬天比武汉暖和。
我才不去呢。	我不去。
他一点苹果没吃。	他没吃一点苹果。
通货膨胀是一种货币现象，过量的货币追逐有限的商品。	通货膨胀是一种过量的货币追逐有限的商品的货币现象。
在桂花林里散步，别提多香了。	在桂花林里散步，那是相当香。
她的笑便渐渐少了。	她渐渐便笑的少了。
我们用筷子吃西餐。	我们吃西餐用筷子。
中国不首先使用核武器，不管是面临核威胁或者是面临核讹诈。	中国不首先使用核武器，无论是面临核威胁或者是面临核讹诈。
老实说我手头没有那本书。	我真的没有那本书。
里面有水的杯子。	有水的杯子。
本来他是不愿意告诉我们的。	本来他不愿意告诉我们。
少不了你的福享。	有你的福享
除非能证明他当时在现场，否则此事与他无关。	只有能证明他当时在现场，才能说此事与他相关。
只有做了广泛深入的调查研究，才可能得出让人们信服的结论。	只有做了广泛深入的调查研究，要不然不可能得出让人们信服的结论。
卫星定位信号经常被干扰。	有什么东西经常干扰卫星定位信号。
他已经通知了所有人。	没有人没有被他通知了。
大家都称他为小诸葛。	他被大家叫做小诸葛。
你偏偏不在家。	偏偏你不在家。
这叫你说着了。	您可说着了喂。
我跟这个人通过信。	我跟这个人有书信来往。
这个难题被技术部门及时攻克。	技术部门及时攻克这个难题。
你就甭说了！	你就不要说了！
这笔钱我还他。	我会还他这笔钱。
我起码看过五遍。	我最少看过五遍。
他们家通常星期六晚上看电影。	星期六晚上他们家通常看电影。
他买了王教授一本书。	他把王教授的一本书买了。
我把父母接来。	我接来父母。
我们叫他叶半仙。	我们把他叫叶半仙。
明天他们上广州。	明天他们将去广州。
她没有半点私心。	她不可能有一点私心。
大海上没有波浪。	大海上风平浪静。
有人由于不讲逻辑，因此对别人不合逻辑的言论，不但不能觉察它的荒谬，反而随声附和，人云亦云。	有人不讲逻辑，因此对别人不和逻辑的言论，不仅不能觉察它的荒谬，反而人云亦云，随声附和。
姐姐昨天就把这消息告诉我了。	这消息姐姐昨天就告诉我了。
缺不了你的钱花。	有你的钱花。
每次出差回来都给她带礼物，要不然就一定给你脸子看。	只有出差回来都给她带礼物，才不会给你脸子看。
他，酒呢，早不喝了，烟还抽。	他还抽烟，但酒早不喝了。
老王也许现在已经知道这件事了。	也许老王现在已经知道这件事了。
不知不觉我学会了广州话，而且说的还不错。	我不仅不知不觉学会了广州话，而且说的还不错。
离城没五十里远。	离城没到五十里。
人人都看见她了。	所有人都看见她了。
我习惯喝咖啡不放糖。	我习惯喝不放糖的咖啡。
房子粉刷一新。	房子被粉刷一新。
两件共计五十元。	两件五十元。
这本书我恰好看过。	恰巧这本书我看过。
你没有放下包袱。	你没放下包袱。
不光大家伙都省事，你自己也可以少跑两趟嘛。	大家伙都省事，你自己可以少跑两趟嘛。
小明在家务上给妈妈帮了不少忙。	小明在家务上给妈妈帮了许多忙。
他一边上学，一边打工挣学费。	他既上学，也打工挣学费。
那声音引导着她暂时与厂区生活拉开了距离。	那声音引导着她让她暂时与厂区生活拉开了距离。
我进了房间，他也神态诡异的跟进来了。	我进了房间，神态诡异的他也跟进来了。
这样的处理打破了历来的规矩。	打破了原来的规矩来这样的处理。
大姐，您行个方便，让我过去吧。	大姐，您就行行好，让我过去吧。
他们厂上个月从欧洲购进了一批先进的设备。	他们厂上个月从欧洲进口了一批先进的设备。
这部电影遭极了，没看头儿。	这部电影太烂了，没看头。
不久，被雷劈中的那棵大树又长出了嫩绿的新芽。	那棵大树被雷劈中后不久又长出了嫩绿的新芽。
她的厨艺怎么样？	她的厨艺怎么样？
我看了会电视，又听了会音乐，这才回房间睡觉。	我看了电视，又听了音乐，这才回房间睡觉。
天气暖和多了。	天气温暖多了。
这本书我恰好看过。	这本书刚好我看过。
人人都看见了。	所有人都看见了啊。
他有的是力气。	他很有力气。
我昨天写好了一封信。	我昨天写了一份信。
下大雪了。	天上正在下大雪。
这孩子啊，竟然认不出他妈妈。	这孩子竟然认不来他妈妈。
许多人宁愿花几百块钱去吃一顿饭，也不愿意花十几块钱买一本书。	许多人宁肯花几百块钱去吃一顿饭，也不愿意花十几块钱买一本书。
我吃饭吃了八百块钱。	我用八百块钱来吃饭。
丽丽哭红了眼睛。	丽丽的眼睛已经哭红了。
钱包别给小偷偷了。	别给小偷偷了钱包。
没有喝完的半杯水。	半杯水是没有喝完的。
不光大家伙都省事，你自己也可以少跑两趟嘛。	不但大家伙都省事，你自己也可以少跑两趟嘛。
他两顿饭没吃。	两顿饭他没吃。
那人看着都乏味。	那人看着就乏味。
冰箱里的东西全被吃干净了。	冰箱里的东西全被吃完了。
信上说的清楚。	信上说得明白。
风停了，雨住了。	风停了，雨也住了。
她的笑便渐渐少了。	笑容在她脸上很少出现了。
你为什么不答应他？	你怎么不答应他？
东西全给吃光了。	吃完了所有的东西。
这个问题他们也许已经解决了。	也许这个问题他们已经解决了。
眼睛看坏了。	看的眼睛坏了。
我写好信的时候她已经睡着了。	我把信写好的时候她已经睡着了。
老王嫁了他一个女儿。	老王的一个女儿被她嫁了。
西兰花菜农已经收割完毕。	西兰花已经被菜农收割完毕。
这位老板娘我很早就认识她了。	我很早就认识这位老板娘了。
用的放在桌子上，不用的放在一边。	能把有用的放在桌子上，没用的放到一边去不。
你们拿了人家不少好处。	你们从人家那拿了不少好处。
缺不了你的钱花。	有你花的钱。
钢笔写坏了。	钢笔坏了。
姐姐比我多吃了不少苦。	姐姐吃的苦比我多好多。
只要她一去接电话，孩子就会大哭大闹。	她一去接电话，孩子就会大哭大闹。
他一概不予答复。	所有的他都不答复。
他打破了杯子。	他把杯子打破了。
新同学都办完了入学手续。	新同学的入学手续都办完了。
我是中大的学生，他是中大的老师。	我们都是中大的，我是学生，他是老师。
处处我都检查过了。	每处我都检查过了。
小明向妈妈笑了笑。	小明笑了笑向妈妈。
他没往家里寄过半分钱。	他没往家里寄过钱。
她买了小王一件衣服。	这件衣服是从小王那儿买的。
这位姑娘的眉毛弯弯的。	这位姑娘有着弯弯的眉毛。
地震与海啸令这个国家的经济又倒退了十年。	这个国家的经济因地震与海啸又倒退了十年。
古人管眼睛叫目。	古人把眼睛叫目。
毕业后，要么读研，要么出国留学。	毕业后，要么出国留学，要么读研。
钱放在手里贬值太厉害，不如拿出去投资。	钱放在手里贬值太厉害，还不如拿出去投资。
千万别大意！	别大意！
那么好的人你怎么看不上他。	你怎么看不上他那么好的人。
不予办理手续。	不给办理手续。
塑料不腐烂分解是一大长处，因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体。	因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体，所以塑料不腐烂分解是一大长处。
我们没有把你搁在外头。	你没有被我们搁在外头。
不光大家伙都省事，你自己也可以少跑两趟嘛。	不但大家伙都省事，而且你自己可以少跑两趟嘛。
我写信写了一个晚上。	我花了一个晚上写信。
她在每本书上都签了名字。	没有一本书她没有在上面签了名字。
一旦有机会，就要全力以赴。	一旦机会来了，就要全力以赴。
他难道会介意这些事情吗？	这些事情难道他会介意？
他被老师批评了一顿。	老师把他批评了一顿。
做个群众演员不但是未来做主角的必经之路，而且是在北京生存的打工方式之一。	做个群众演员不仅是未来做主角的必经之路，而且是在北京生存的打工方式之一。
这事他不会不告诉我的。	这事他会告诉我的。
嘴干死了。	嘴太干了。
她发了个怔。	她发怔了。
他修好了电脑。	电脑被他修好了。
你没有放下包袱。	包袱你没放下。
这位先生对自己的业务很熟悉。	这位先生很熟悉对自己的业务。
他高兴坏了。	他十分高兴。
轮到你请客了。	该你请客了。
你不会在里头给他来个扫堂腿？	你在里面是不是给他来个扫堂腿？
不予办理手续。	手续不予办理。
你去办公室打电话叫快餐店送十二份盒饭来。	你去办公室打电话让快餐店送十二份盒饭来。
老王也许现在已经知道这件事了。	老王现在可能已经知道这件事了。
办成一件事得跑两三趟。	跑两三趟才办成一件事。
